project,machines_num,conf,time_seq,time_parallel,price,min_failure_rate,max_failure_rate,probability_failure_rate,fitness
commons-exec_dot,1,19CPU010Mem1GB.sh,39.08268101091154,39.08268101091154,0.027660767485472644,0.0,0.030000000000000027,0.030000000000000027,0.28219622683177975
commons-exec_dot,1,20CPU010Mem2GB.sh,39.125604547410795,39.125604547410795,0.04218392263620008,0.0,0.020000000000000018,0.020000000000000018,0.28250615592899253
commons-exec_dot,1,21CPU025Mem2GB.sh,30.72394771230827,30.72394771230827,0.04867185383424836,0.0,0.010000000000000009,0.010000000000000009,0.22184205109597385
commons-exec_dot,1,22CPU05Mem2GB.sh,28.321576131604566,28.321576131604566,0.06875062605947009,0.0,0.013333333333333308,0.013333333333333308,0.20449574378063873
commons-exec_dot,1,23CPU05Mem4GB.sh,28.318307112199452,28.318307112199452,0.08972183636715193,0.0,0.010000000000000009,0.010000000000000009,0.20447213984872564
commons-exec_dot,1,24CPU1Mem4GB.sh,27.19375660788657,27.19375660788657,0.1320256883312893,0.0,0.0033333333333332993,0.0033333333333332993,0.196352330741713
commons-exec_dot,1,25CPU1Mem8GB.sh,27.206968134618563,27.206968134618563,0.17240148807969963,0.0,0.00666666666666671,0.00666666666666671,0.19644772447873463
commons-exec_dot,1,26CPU2Mem4GB.sh,26.905813333333334,26.905813333333334,0.22139000071111112,0.0,0.0,0.0,0.19427323832740742
commons-exec_dot,1,27CPU2Mem8GB.sh,26.91205578458997,26.91205578458997,0.2613160616683686,0.0,0.0016666666666667052,0.0016666666666667052,0.1943183119033556
commons-exec_dot,1,28CPU2Mem16GB.sh,26.924116666666674,26.924116666666674,0.34121830522222235,0.0,0.0,0.0,0.1944053974186343
commons-exec_dot,1,29CPU4Mem8GB.sh,26.927744999999994,26.927744999999994,0.4431409235499999,0.0,0.0,0.0,0.1944315957742708
commons-exec_dot,1,01noThrottling.sh,26.91932666666668,26.91932666666668,0.522773323866667,0.0,0.0,0.0,0.19437081125689826
commons-exec_dot,2,19CPU010Mem1GB.sh,39.082681010911536,24.30772601091156,0.02766076748547264,0.0,0.030000000000000027,0.030000000000000027,0.17551376685813405
commons-exec_dot,2,20CPU010Mem2GB.sh,39.125604547410816,24.372702880744164,0.0421839226362001,0.0,0.020000000000000018,0.020000000000000018,0.17598293189553213
commons-exec_dot,2,21CPU025Mem2GB.sh,30.72394771230828,16.433269378974966,0.048671853834248366,0.0,0.010000000000000009,0.010000000000000009,0.1186563074309625
commons-exec_dot,2,22CPU05Mem2GB.sh,28.32157613160458,14.177091131604604,0.06875062605947012,0.0,0.013333333333333308,0.013333333333333308,0.1023655880637293
commons-exec_dot,2,23CPU05Mem4GB.sh,28.318307112199452,14.17774711219947,0.08972183636715193,0.0,0.010000000000000009,0.010000000000000009,0.1023703245670591
commons-exec_dot,2,24CPU1Mem4GB.sh,27.193756607886584,14.015238333333318,0.13202568833128936,0.0,0.0033333333333332993,0.0033333333333332993,0.10119693105778925
commons-exec_dot,2,25CPU1Mem8GB.sh,27.20696813461858,14.014889999999985,0.17240148807969974,0.0,0.00666666666666671,0.00666666666666671,0.10119441591937489
commons-exec_dot,2,26CPU2Mem4GB.sh,26.905813333333334,14.014776666666634,0.22139000071111112,0.0,0.0,0.0,0.10119359759682847
commons-exec_dot,2,27CPU2Mem8GB.sh,26.912055784589974,14.014249999999977,0.2613160616683687,0.0,0.0016666666666667052,0.0016666666666667052,0.10118979480381927
commons-exec_dot,2,28CPU2Mem16GB.sh,26.924116666666663,14.016189999999964,0.3412183052222222,0.0,0.0,0.0,0.10120380256034696
commons-exec_dot,2,29CPU4Mem8GB.sh,26.927744999999987,14.014593333333298,0.4431409235499998,0.0,0.0,0.0,0.10119227383976827
commons-exec_dot,2,01noThrottling.sh,26.919326666666677,14.016449999999976,0.522773323866667,0.0,0.0,0.0,0.1012056798885415
commons-exec_dot,4,19CPU010Mem1GB.sh,39.082681010911536,12.129579999999995,0.027660767485472637,0.0,0.030000000000000027,0.030000000000000027,0.08758154815680552
commons-exec_dot,4,20CPU010Mem2GB.sh,39.125604547410816,12.215618333333337,0.0421839226362001,0.0,0.020000000000000018,0.020000000000000018,0.08820278734515048
commons-exec_dot,4,21CPU025Mem2GB.sh,30.723947712308277,10.013481666666664,0.048671853834248366,0.0,0.010000000000000009,0.010000000000000009,0.07230227483609951
commons-exec_dot,4,22CPU05Mem2GB.sh,28.321576131604576,10.013336666666666,0.06875062605947012,0.0,0.013333333333333308,0.013333333333333308,0.07230122786460648
commons-exec_dot,4,23CPU05Mem4GB.sh,28.318307112199456,10.013235000000009,0.08972183636715193,0.0,0.010000000000000009,0.010000000000000009,0.07230049378114589
commons-exec_dot,4,24CPU1Mem4GB.sh,27.19375660788658,10.013763333333342,0.13202568833128936,0.0,0.0033333333333332993,0.0033333333333332993,0.07230430860831025
commons-exec_dot,4,25CPU1Mem8GB.sh,27.206968134618577,10.013501666666674,0.17240148807969974,0.0,0.00666666666666671,0.00666666666666671,0.0723024192459607
commons-exec_dot,4,26CPU2Mem4GB.sh,26.905813333333334,10.013403333333324,0.22139000071111115,0.0,0.0,0.0,0.07230170923081011
commons-exec_dot,4,27CPU2Mem8GB.sh,26.912055784589974,10.013006666666666,0.2613160616683687,0.0,0.0016666666666667052,0.0016666666666667052,0.07229884510189814
commons-exec_dot,4,28CPU2Mem16GB.sh,26.924116666666663,10.014891666666655,0.3412183052222222,0.0,0.0,0.0,0.07231245573130779
commons-exec_dot,4,29CPU4Mem8GB.sh,26.927744999999987,10.01329833333332,0.4431409235499998,0.0,0.0,0.0,0.07230095107903926
