project,cheapest_category,cheapest_confs,cheapest_price,cheapest_runtime,cheapest_baseline_confs,cheapest_baseline_price,cheapest_baseline_runtime,cheapest_price_saving,cheapest_runtime_rate,fastest_category,fastest_confs,fastest_price,fastest_runtime,fastest_baseline_confs,fastest_baseline_price,fastest_baseline_runtime,fastest_price_rate,fastest_runtime_saving
activiti_dot,10-0.2-cheap,"{'19CPU010Mem1GB.sh': 1, '20CPU010Mem2GB.sh': 1, '21CPU025Mem2GB.sh': 1, '22CPU05Mem2GB.sh': 1, '23CPU05Mem4GB.sh': 1, '24CPU1Mem4GB.sh': 1, '25CPU1Mem8GB.sh': 1, '26CPU2Mem4GB.sh': 1, '27CPU2Mem8GB.sh': 1, '29CPU4Mem8GB.sh': 1}",0.2981691101041666,203.694645652242,{'27CPU2Mem8GB.sh': 10},0.718465252419999,29.409536031215158,0.5849916066228023,6.9261427802207205,12-0.2-fast,"{'27CPU2Mem8GB.sh': 1, '01noThrottling.sh': 11}",1.3209299898400015,24.9407541025641,{'27CPU2Mem8GB.sh': 12},0.718465252419999,25.743553503599827,1.8385440150247028,0.031184482784145096
assertj-core_dot,12-0.2-cheap,"{'19CPU010Mem1GB.sh': 1, '20CPU010Mem2GB.sh': 1, '21CPU025Mem2GB.sh': 1, '22CPU05Mem2GB.sh': 1, '23CPU05Mem4GB.sh': 1, '24CPU1Mem4GB.sh': 1, '25CPU1Mem8GB.sh': 1, '26CPU2Mem4GB.sh': 1, '27CPU2Mem8GB.sh': 1, '28CPU2Mem16GB.sh': 1, '29CPU4Mem8GB.sh': 1, '01noThrottling.sh': 1}",0.0052091446836666,2.1881000000000093,{'27CPU2Mem8GB.sh': 12},0.01005456906,0.7668206896551732,0.48191268540885634,2.853470217377627,12-0.2-fast,"{'26CPU2Mem4GB.sh': 1, '27CPU2Mem8GB.sh': 1, '28CPU2Mem16GB.sh': 1, '29CPU4Mem8GB.sh': 6, '01noThrottling.sh': 3}",0.0082585775033333,0.6353583333333332,{'27CPU2Mem8GB.sh': 12},0.01005456906,0.7668206896551732,0.8213755809971331,0.1714381968240274
carbon-apimgt_analyzer-modules.org.wso2.carbon.apimgt.throttling.siddhi.extension,2-0.2-cheap,{'19CPU010Mem1GB.sh': 2},0.007656691459,25.74411000000002,{'27CPU2Mem8GB.sh': 2},0.0671079850399999,13.025449999999994,0.8859049119946575,1.9764468789945862,2-0.2-fast,{'29CPU4Mem8GB.sh': 2},0.11338541302,12.952333333333344,{'27CPU2Mem8GB.sh': 2},0.0671079850399999,13.025449999999994,1.6895964459731032,0.005613369723629469
commons-exec_dot,8-0.2-cheap,"{'19CPU010Mem1GB.sh': 2, '21CPU025Mem2GB.sh': 1, '22CPU05Mem2GB.sh': 1, '23CPU05Mem4GB.sh': 1, '24CPU1Mem4GB.sh': 1, '25CPU1Mem8GB.sh': 1, '26CPU2Mem4GB.sh': 1}",0.014168160338,14.02820833333331,{'27CPU2Mem8GB.sh': 8},0.15674880188,10.015228333333331,0.9096123213187522,1.40068781923261,12-0.2-fast,"{'22CPU05Mem2GB.sh': 1, '25CPU1Mem8GB.sh': 1, '27CPU2Mem8GB.sh': 7, '29CPU4Mem8GB.sh': 2, '01noThrottling.sh': 1}",0.1566146507016668,10.013323333333332,{'27CPU2Mem8GB.sh': 12},0.15674880188,10.013426666666666,0.9991441645695263,1.031947771457098e-05
db-scheduler_dot,12-0.2-cheap,"{'19CPU010Mem1GB.sh': 2, '20CPU010Mem2GB.sh': 1, '21CPU025Mem2GB.sh': 3, '22CPU05Mem2GB.sh': 1, '23CPU05Mem4GB.sh': 1, '26CPU2Mem4GB.sh': 1, '27CPU2Mem8GB.sh': 1, '28CPU2Mem16GB.sh': 1, '01noThrottling.sh': 1}",0.0037939518653333,11.217597014925376,{'27CPU2Mem8GB.sh': 12},0.03223988967,10.199820945945948,0.882321189552219,1.0997837191822428,6-0.2-fast,{'29CPU4Mem8GB.sh': 6},0.05476806643,10.19937248322148,{'27CPU2Mem8GB.sh': 6},0.03223988967,10.199820945945948,1.698767179124779,4.396770559456087e-05
delight-nashorn-sandbox_dot,4-0.2-cheap,"{'22CPU05Mem2GB.sh': 2, '24CPU1Mem4GB.sh': 1, '26CPU2Mem4GB.sh': 1}",0.0377247299675,14.91208230425056,{'27CPU2Mem8GB.sh': 4},0.04650049088,6.906739999999999,0.18872404885244942,2.159062351304749,12-0.2-fast,"{'29CPU4Mem8GB.sh': 6, '01noThrottling.sh': 1, '26CPU2Mem4GB.sh': 5}",0.0623921014783333,4.789416666666666,{'27CPU2Mem8GB.sh': 12},0.04650049088,4.990249999999999,1.3417514589113366,0.04024514469882923
elastic-job-lite_dot,12-0.2-cheap,"{'19CPU010Mem1GB.sh': 1, '20CPU010Mem2GB.sh': 1, '21CPU025Mem2GB.sh': 1, '22CPU05Mem2GB.sh': 1, '23CPU05Mem4GB.sh': 2, '24CPU1Mem4GB.sh': 1, '25CPU1Mem8GB.sh': 1, '26CPU2Mem4GB.sh': 1, '27CPU2Mem8GB.sh': 1, '28CPU2Mem16GB.sh': 1, '29CPU4Mem8GB.sh': 1}",0.0173909688948333,13.89213793103449,{'27CPU2Mem8GB.sh': 12},0.0628139608699999,10.30915172413792,0.7231352926330223,1.3475539309900098,12-0.2-fast,"{'19CPU010Mem1GB.sh': 1, '25CPU1Mem8GB.sh': 2, '26CPU2Mem4GB.sh': 2, '27CPU2Mem8GB.sh': 1, '29CPU4Mem8GB.sh': 4, '01noThrottling.sh': 2}",0.0473347866113333,10.019006896551732,{'27CPU2Mem8GB.sh': 12},0.0628139608699999,10.30915172413792,0.7535711162889032,0.02814439396665791
elastic-job-lite_elastic-job-lite-core,10-0.2-cheap,"{'19CPU010Mem1GB.sh': 1, '20CPU010Mem2GB.sh': 1, '21CPU025Mem2GB.sh': 1, '22CPU05Mem2GB.sh': 1, '23CPU05Mem4GB.sh': 1, '24CPU1Mem4GB.sh': 1, '25CPU1Mem8GB.sh': 1, '26CPU2Mem4GB.sh': 1, '27CPU2Mem8GB.sh': 1, '28CPU2Mem16GB.sh': 1}",0.0114579371190833,12.715788729096989,{'27CPU2Mem8GB.sh': 10},0.0455993834599999,10.384343333333325,0.7487260517648384,1.2245154383792203,12-0.2-fast,"{'19CPU010Mem1GB.sh': 1, '25CPU1Mem8GB.sh': 1, '27CPU2Mem8GB.sh': 3, '28CPU2Mem16GB.sh': 2, '29CPU4Mem8GB.sh': 2, '01noThrottling.sh': 3}",0.02522851568125,10.013316666666665,{'27CPU2Mem8GB.sh': 12},0.0455993834599999,10.306309999999993,0.5532644033088876,0.028428538762498734
esper_examples.rfidassetzone,2-0.2-cheap,"{'19CPU010Mem1GB.sh': 1, '26CPU2Mem4GB.sh': 1}",0.00674756751825,13.725810000000005,{'27CPU2Mem8GB.sh': 2},0.01950705986,5.493362989323841,0.6540961289565654,2.498616972276479,2-0.2-fast,{'01noThrottling.sh': 2},0.0371906594,5.457029304029308,{'27CPU2Mem8GB.sh': 2},0.01950705986,5.493362989323841,1.9065230571348646,0.006614106033980716
fastjson_dot,12-0.2-cheap,"{'19CPU010Mem1GB.sh': 1, '20CPU010Mem2GB.sh': 1, '21CPU025Mem2GB.sh': 1, '22CPU05Mem2GB.sh': 1, '23CPU05Mem4GB.sh': 1, '24CPU1Mem4GB.sh': 1, '25CPU1Mem8GB.sh': 1, '26CPU2Mem4GB.sh': 1, '27CPU2Mem8GB.sh': 1, '28CPU2Mem16GB.sh': 1, '29CPU4Mem8GB.sh': 1, '01noThrottling.sh': 1}",0.0458808635705,22.45780666666667,{'27CPU2Mem8GB.sh': 12},0.0844184778300002,4.467719342027489,0.45650686022918197,5.026682507875512,12-0.2-fast,"{'29CPU4Mem8GB.sh': 5, '01noThrottling.sh': 4, '26CPU2Mem4GB.sh': 3}",0.1276182439316667,4.321279999999999,{'27CPU2Mem8GB.sh': 12},0.0844184778300002,4.467719342027489,1.5117335352653611,0.032777202598638255
